uuid,category,sub_category,name,title,subtitle,summary,website,merchant_editorial,rules,address,city,state,phone,latitude,longitude,detail_url
52c32c7d-9c3b-437d-95d6-730d4cfa5b0f,Fine Dining,Steak,The Butchers Club,"Up to Rp200,000",Enjoy 25% off,25% off the TOTAL BILL,https://thebutchers.club/burger-bali/,"The Butchers Club is the masterpiece of a group of passionate chefs and butchers who together have created a truly unique concept based around high quality, dry-aged beef. Serving a large selection of mouth-watering gourmet burgers, and now offering wood-fi red steaks, using only the fi nest dry-aged Stockyard Gold Angus. The Butchers Club is nestled in the the popular Jl. Petitenget. Open daily from 11am.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","No 1 Jl. Petitenget GG. Cendrawasih Kel Kerobokan, Badung Bali 80361, Indonesia",Badung,Bali,+623618974004,-8.673920438171317,115.15669819842311,https://www.entertainment.com.au/offer-details/52c32c7d-9c3b-437d-95d6-730d4cfa5b0f
9ba4475c-2f21-48aa-8b67-6e0ee582e309,Fine Dining,Cafe,Folk Pool & Gardens,"Up to Rp200,000","Buy one, get one free",One complimentary MAIN COURSE when another MAIN COURSE of equal or greater value is purchased,https://www.folkubud.com,"From the beautiful imperfections of its people and charming clash of cultures comes Folk Pool & Gardens, Ubud's fi rst swim up bar and seasonal twilight poolside cinema. Located right in the heart of town, it's a tongue-in-cheek neighbourhood setting, with private daybeds, tepees and decks lining the pool's edge, accompanied by a menu ranging from vegetarian to grill and drinks from craft options to classics.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","Ji Moneky Forest, Ubud Bali 80571, Indonesia",Ubud,Bali,+623619080888,-8.512077,115.260956,https://www.entertainment.com.au/offer-details/9ba4475c-2f21-48aa-8b67-6e0ee582e309
b919abe9-21ab-4704-9b49-90742211760e,Fine Dining,Japanese,Sushimi Seminyak Bali,"Up to Rp100,000",Enjoy 25% off,25% off the TOTAL BILL,https://www.sushimibali.com/,"There's no denying that rice tastes delicious when it's cooked into a Balinese nasi goreng, but Sushimi take it to a new level by bringing some of the best Japanese delights with Bali's most popular sushi train! The team at Sushimi are passionate about Japanese cuisine, and in particular the art of sushi and sashimi making. Sample the freshest delicacies that the island of the gods has to offer. Open 7 days – see website for more information.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","Jl. Camplung Tanduk , Seminyak Bali 80361, Indonesia",Seminyak,Bali,+62361731816,-8.690807451985831,115.16676820282532,https://www.entertainment.com.au/offer-details/b919abe9-21ab-4704-9b49-90742211760e
3ca4824e-7ea7-47cf-9921-28c6bdcb554d,Fine Dining,Japanese,Shichirin Canggu,"Up to Rp214,000",Enjoy 25% off,25% off the TOTAL BILL,https://www.shichirinbali.com/canggu/,"Shichirin is a Japanese restaurant located in central Canggu. Shichirin served three experience to enjoying food only in one door. Once you enter you can get Teppanyaki, Gyukatsu, Izakaya in one door. All dishes are prepared with passion by our professional chef. Open daily from Monday to Sunday 12PM - 10PM.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.
• Up to value of 350,000 IDR","no.88 Jl. Pemelisan Agung Pantai Berawa Canggu Kuta, Utara, Tibubeneng,, Kuta Utara Bali 80361, Indonesia",Kuta Utara,Bali,+6281237339353,-8.660162287883326,115.13702023257149,https://www.entertainment.com.au/offer-details/3ca4824e-7ea7-47cf-9921-28c6bdcb554d
faf54286-8f49-4a28-967b-e1c94669d8c6,Fine Dining,Japanese,Shichirin Ubud,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://inivie.com/kaamalaresort,"Shichirin is a Japanese Konro Grill Restaurant located in Central Ubud. Shichirin served selection of premium meat that the meat will be grilled on the table. Taking a new and fun experience for the guests. All dishes are prepared with passion by our professional chef.

Open daily from Monday to Sunday, 4PM to 11PM. Pamper your tongue with delicious food while accompanied by the soothing atmosphere of Ubud.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.
• Up to value of 350,000 IDR","No.888x Kaamala Resort, Jl. Bisma, Ubud Bali 80571, Indonesia",Ubud,Bali,+6282123459689,-8.516440937999326,115.25769902488376,https://www.entertainment.com.au/offer-details/faf54286-8f49-4a28-967b-e1c94669d8c6
9d5edfe4-7790-4f03-83f0-ce71bc88818e,Fine Dining,Asian,Ankhusa,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://www.ankhusabali.com/,"Ankhusa is a restaurant inspired by Balinese wisdom and nature where guests can experience the best Indonesian cuisine in Bali. Ankhusa originated in Ganesha’s weapon, became a symbol of prosperity and fertility for over the years by locals. The mythology then inspired us to named the restaurant.

Located in Ubud with breathtaking views of lush greenery jungle and rice fields, the restaurant offers a romantic experience like no other places. Ankhusa presents itself with Balinese architecture and fully decorated with bamboo as well as wood under meticulous craftsmanship for truly Balinese ambiance. As an all-day dining restaurant, it has also semi-outdoor decoration overlooking the lush jungle above a local river. The menu, which has an array of Indonesian food is designed to give optimal nutrition for the guest aimed to nurture the body with an array of local cuisine signatures.

As an upscale restaurant, Ankhusa strives to serve authentic Indonesian menus for your best gastronomic venture. Enjoy the finest flavour of the Indonesian Indulgence such as Gule Itek, Deconstructed Rawon, Ikan Arsik, Tauco Brownies, Kriuk-Kriuk and many more. This food consists of traditional local ingredients and spices made with passion by our professional chef. All of the food ready for all-day dining, just right off Ubud's natural beauty.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.
• Up to value of 300,000 IDR","No.88X Located in Aksari Resort, Jl. Raya Desa Kenderan, Kenderan, Ubud Bali 80571, Indonesia",Ubud,Bali,+6181237339353,-8.42834217633903,115.29765230373332,https://www.entertainment.com.au/offer-details/9d5edfe4-7790-4f03-83f0-ce71bc88818e
9f1564a4-eae5-4aff-ae66-f26cd164968d,Fine Dining,Japanese,Kojin,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://www.kojinbali.com/,"Opened its doors in the mid of August 2019, Kojin Teppanyaki Restaurant has been serving delectable Japanese cuisine for the ultimate dining experience in Ubud. For authentic taste, we only use well-chosen and high quality ingredients, cooked in a classy teppanyaki style to deliver the best of its creations in a dynamic and entertaining atmosphere. By providing our guests with a unique culinary experience that goes beyond delicious cuisine, we are eager to bring people together for fun and authentic Japanese cuisine with our own modern twist.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.
• Up to value of 300,000 IDR","No.88 Aksari Resort, Jl. Raya Desa Kenderan A, Kenderan,, Ubud Bali 80571, Indonesia",Ubud,Bali,+6281237339353,-8.428409893747599,115.29760459698635,https://www.entertainment.com.au/offer-details/9f1564a4-eae5-4aff-ae66-f26cd164968d
cbc51b64-3e0e-4daf-825f-0d36680d4b28,Fine Dining,Asian,Petulu Restaurant,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://www.kamandaluresort.com/,"The signature restaurant of the legendary and lavish resort Kamandalu Ubud, Petulu Restaurant serves a selected menu of refined food and creative drinks to both in-house and outside guests. Making the most of the scenic natural surroundings, including the resort’s own working rice paddies, the restaurant makes a dreamy spot to have a quality feast. 

Striking architecture, palatial vibe with a majestic ceiling of polished timber and open-style windows.

The menu is crafted around Indonesian-themed inspiration from the renowned culinary creator William Wongso, showcasing sumptuous dishes like the Sumatran rendang sapi and the Balinese rijsttafel set. A wide selection of refreshing drinks complements the culinary journey.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.
• Up to value of 300,000 IDR","Jalan Andong, Banjar Nagi, Ubud Bali 80571, Indonesia",Ubud,Bali,+62361975825,-8.495623605094295,115.27640299802005,https://www.entertainment.com.au/offer-details/cbc51b64-3e0e-4daf-825f-0d36680d4b28
61285d40-65d9-4508-a9f8-4209ee0ec490,Fine Dining,Contemporary,The Jungle Club Ubud by Ini Vie Hospitality,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://jungleclububud.com/,"Unwind at Ubud’s Premier Day Club Destination. The Jungle Club Ubud: An Exclusive Adults-Only Day Club Experience with No Minimum Spend.
Jungle Escape Relax in the lush greenery surroundings.
Enjoy exquisite culinary selections and indulge in exceptional sips and savories, while enjoying stunning river views and the jungle surroundings.
Get lost in the rhythmic sounds of the Jungle with exceptional entertainments and lineups, seven days a week.
Plan your perfect day at Ubud's Premier Adults-Only Day Club - The Jungle Club with No Minimum Spend.
Kids only allowed at Bambu Restaurant.","• Up to value of 300,000 IDR
• Kids only allowed at Bambu Restaurant
• Dress Code: Favourite Resort wear, Summer casual is our bare minimum
• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","No.8A Jl. Jaga Raga, Celuk, Ubud Bali 80582, Indonesia",Ubud,Bali,+6281222201688,-8.592144331826917,115.26882226441758,https://www.entertainment.com.au/offer-details/61285d40-65d9-4508-a9f8-4209ee0ec490
c3a2b2bd-4cb5-4dd7-9da4-43a26e8e6de7,Fine Dining,International,Tropical Temptation - Adult Only Beach Club,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://ttbeach.club,"Nestled on the foreshore of Melasti Beach, one of the most well known beaches in Bali, Tropical Temptation Beach Club is focusing on foods and beverages quality – fresh local handpicked ingredients that are nourishing to our bodies and spirits. Living in paradise island is allows us to source the highest quality produce. More than ever, we are inspired to connect with Mother Nature and partner with artisans and farmers that support our focus of co-existing with our beautiful.

We create everything from scratch, from the food until our beverage – we are constantly exploring and experimenting to elevate the flavours in every bite to serve the best one.

Our focus creativity flows through our bar too. Our eclectic offering includes everything from contemporary tropical twists, to iconic classics, and a few signatures thrown in. Leaving our mark with house-made pressed smoothies. We also serve Expat coffee, Bali brewed kombucha, craft beer and cocktails with a touch inspired by the beautiful island of Bali.

This is an Adult only venue","• Value up to maxiumum discount of 300,000 Rp
• Adults only
• Dress Code: Favourite Resort wear, Summer casual is our bare minimum
• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","88 Melasti Beach 88, Ungasan, Uluwatu, Badung Bali 80361, Indonesia",Badung,Bali,+6281237763903,-8.848041725277684,115.16039092582642,https://www.entertainment.com.au/offer-details/c3a2b2bd-4cb5-4dd7-9da4-43a26e8e6de7
604be341-b890-42b8-b1cd-8b499661a2a3,Fine Dining,Japanese,Norii,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://noriiubud.com/,"Norii Ubud is a gateway to an array of authentic Japanese cuisine. Nestled in natural surroundings and adorned with traditional arts and Ubud's cultural heritage, Norii offers a one-of-a-kind gastronomic journey that goes beyond exquisite flavors. It brings people together to enjoy a modern interpretation of Japanese cuisine, infused with innovative elements, creating a truly unforgettable dining experience.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.
• Up to value of 250,000 IDR","No.8 Jl. Sawah Indah Gang Amarea, Peliatan, Ubud Bali 80571, Indonesia",Ubud,Bali,+6281237339353,-8.521578931835766,115.27297192582263,https://www.entertainment.com.au/offer-details/604be341-b890-42b8-b1cd-8b499661a2a3
9f30f877-edb9-4bc5-95dd-2a3ca7afbf6b,Fine Dining,Indian,Sans Indian,"Up to Rp214,700",Enjoy 25% off,25% off the TOTAL BILL,https://sansindian.com/,"Sans Indian Restaurant is a new restaurant in Ubud. Sans Indian is located in Banjar Pinjul No. 8, Kenderan, Ubud, and nearby Tegalalang Rice Terrace. Surrounded by a breathtaking view of Ubud's rice field, you may enjoy a dining experience in Ubud's hidden gem that refresh your mind.

    Sans Indian Restaurant is focusing on an Authentic Indian dining experience. We only use well-chosen and high-quality ingredients. Offers authenthic Indian food with signature beverages that are made with passion by award-winning Chef Agus Umbarayana. Open daily from Monday to Sunday starting at 12.00 to 22:00, Sans Indian is a mandatory Indian Restaurant that you have to visit. Sawadikap your day!","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.
• Up to value of 250,000 IDR","No. 8 Banjar Pinjul, Kenderan, Ubud Bali 80571, Indonesia",Ubud,Bali,+628123972-6630,-8.457832486648337,115.28528910373346,https://www.entertainment.com.au/offer-details/9f30f877-edb9-4bc5-95dd-2a3ca7afbf6b
6a9966bd-4976-43b5-8628-ce9ba7d8c3b0,Fine Dining,Contemporary,Oaks Elan Darwin,Up to $50,"Buy one, get one free",One complimentary MAIN COURSE when another MAIN COURSE of equal or greater value is purchased,https://www.oakshotels.com/en/oaks-elan-darwin,"Feel welcomed at Oaks Elan Darwin,home to modern Australian cuisine. Their menu has been handcrafted around the melting pot that is Australian culture. Tradition is showcased on the plate through Australian seafood and meats, infused with exotic influences and splashes of bush tucker. Always mindful that fresh is best; they carefully source premium products from local suppliers, crafting delicious dishes teamed with a selection of beers and wines.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","31 Woods Street, Darwin NT 0800, Australia",Darwin,NT,+61889810888,-12.461699,130.844043,https://www.entertainment.com.au/offer-details/6a9966bd-4976-43b5-8628-ce9ba7d8c3b0
9c62d890-4648-4ce4-ab55-a7443c199159,Fine Dining,Contemporary,Table Forty Three,Up to $40,Enjoy 25% off,25% off the TOTAL BILL,https://www.mantrapandanas.com.au/dining/,"Table Forty Three is the perfect setting for a hearty breakfast, long business lunch or intimate dinner for two. Newly refurbished, the restaurant boasts sleek décor and stylish fittings, creating a relaxed atmosphere, and delivers an ever-changing Modern Australian menu. Table Forty Three is fully licensed and caters to a variety of diners, with vegetarian options and a children's menu available. Open 7 days.","• Valid for Dine-In
• This offer can also be used when dining alone
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","43 Knuckey Street, Darwin NT 0800, Australia",Darwin,NT,+61889012920,-12.461098,130.843534,https://www.entertainment.com.au/offer-details/9c62d890-4648-4ce4-ab55-a7443c199159
58cdfe44-3a30-4040-ab64-da1a278c3017,Fine Dining,Pubdining,The Landmark NT,Up to $40,Enjoy 25% off,25% off the TOTAL BILL,https://thelandmark.bar,"The Landmark @ Gateway is an exciting new all-in-one venue. They offer vastly different experiences over three levels in a natural themed environment, including both family and restaurant dining, functions/conferences, bars, gaming, sporting and uBet facilities, and a late night venue. Open until 3am, 7 days.","• Valid for Dine-In
• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times.","Gateway Shopping Centre, 1 Roystonea Avenue, Palmerston NT 0830, Australia",Palmerston,NT,+61879790811,-12.472366,130.982479,https://www.entertainment.com.au/offer-details/58cdfe44-3a30-4040-ab64-da1a278c3017
